dataset,model,step,tau,bor,metric,estimate,ci_low,ci_high,n_dialogues,bootstrap_n,bootstrap_seed
superseg,neural,0,3.592294888221659e-05,1.257612042422169,wf1,0.6015566970381423,0.5886070429180245,0.6159379913887345,1322,1000,42
superseg,neural,0,3.592294888221659e-05,1.257612042422169,wf1_1to1,0.6460023838995095,0.6311549032577777,0.6620722092876026,1322,1000,42
superseg,neural,0,3.592294888221659e-05,1.257612042422169,coverage,0.7622345292125928,0.7519648770501646,0.7724938074826502,1322,1000,42
superseg,neural,1,3.911364547093399e-05,1.2500855285665413,wf1,0.6037539450750271,0.590625492873535,0.6182923418416099,1322,1000,42
superseg,neural,1,3.911364547093399e-05,1.2500855285665413,wf1_1to1,0.6481383971550386,0.6333315718782814,0.6641008283614184,1322,1000,42
superseg,neural,1,3.911364547093399e-05,1.2500855285665413,coverage,0.7638839660927406,0.7536859226040391,0.7741529623826334,1322,1000,42
superseg,neural,2,4.047228002715413e-05,1.2418747861785837,wf1,0.6050614877592718,0.5917745615873453,0.61935613797621,1322,1000,42
superseg,neural,2,4.047228002715413e-05,1.2418747861785837,wf1_1to1,0.6484085506021966,0.6332581569968104,0.664184043809611,1322,1000,42
superseg,neural,2,4.047228002715413e-05,1.2418747861785837,coverage,0.7660271834401939,0.7557788824052062,0.7762055297408929,1322,1000,42
superseg,neural,3,4.127403708343312e-05,1.2346903865891208,wf1,0.6062105404211838,0.59294360038748,0.6208176905177328,1322,1000,42
superseg,neural,3,4.127403708343312e-05,1.2346903865891208,wf1_1to1,0.6484733874295144,0.6330711084805261,0.6641403594514411,1322,1000,42
superseg,neural,3,4.127403708343312e-05,1.2346903865891208,coverage,0.7677180438489062,0.7575399016641453,0.7779606431453064,1322,1000,42
superseg,neural,4,4.198927490506321e-05,1.2278481012658229,wf1,0.6070426130384303,0.5938291760682635,0.6217333514687681,1322,1000,42
superseg,neural,4,4.198927490506321e-05,1.2278481012658229,wf1_1to1,0.6487849644052366,0.6332123332416449,0.6647183445651675,1322,1000,42
superseg,neural,4,4.198927490506321e-05,1.2278481012658229,coverage,0.7696490406550921,0.7595920848041687,0.7796927214657926,1322,1000,42
superseg,neural,5,4.271487705409527e-05,1.223742730071844,wf1,0.6080691961376308,0.5949246923589497,0.6224067895965978,1322,1000,42
superseg,neural,5,4.271487705409527e-05,1.223742730071844,wf1_1to1,0.6496098329305591,0.634275166021573,0.6657108064653451,1322,1000,42
superseg,neural,5,4.271487705409527e-05,1.223742730071844,coverage,0.7705840717527556,0.7604560145162453,0.7806304721081575,1322,1000,42
superseg,neural,6,4.325464347610836e-05,1.217242559014711,wf1,0.6089820675897921,0.5958066008230642,0.6234252972265788,1322,1000,42
superseg,neural,6,4.325464347610836e-05,1.217242559014711,wf1_1to1,0.6500060579863908,0.6346633601522028,0.6658645524294163,1322,1000,42
superseg,neural,6,4.325464347610836e-05,1.217242559014711,coverage,0.7721560646447182,0.7621026830739861,0.7822921611975602,1322,1000,42
superseg,neural,7,4.355111364866069e-05,1.2107423879575778,wf1,0.610570569859081,0.5973123983353025,0.6252706802704578,1322,1000,42
superseg,neural,7,4.355111364866069e-05,1.2107423879575778,wf1_1to1,0.6510020236949132,0.6355777231467474,0.6671776591831433,1322,1000,42
superseg,neural,7,4.355111364866069e-05,1.2107423879575778,coverage,0.7735218404053502,0.7635242875453256,0.7836391147671877,1322,1000,42
superseg,neural,8,4.415950024849735e-05,1.20390010263428,wf1,0.6119525548265425,0.5985809184536602,0.6263492882941467,1322,1000,42
superseg,neural,8,4.415950024849735e-05,1.20390010263428,wf1_1to1,0.6524392400337938,0.636995560751234,0.6687030137663648,1322,1000,42
superseg,neural,8,4.415950024849735e-05,1.20390010263428,coverage,0.7749327918257569,0.7649599880231972,0.7851962454674254,1322,1000,42
superseg,neural,9,4.4605803850572556e-05,1.1973999315771469,wf1,0.6140957721739959,0.6006878077871226,0.6286774088216867,1322,1000,42
superseg,neural,9,4.4605803850572556e-05,1.1973999315771469,wf1_1to1,0.6545320287377776,0.6391064647447022,0.6714099895104055,1322,1000,42
superseg,neural,9,4.4605803850572556e-05,1.1973999315771469,coverage,0.7766305561558965,0.7665352595274115,0.7867959951252311,1322,1000,42
superseg,neural,10,4.491654245022582e-05,1.1905576462538487,wf1,0.6156591660640783,0.6022177807422423,0.6303482897537137,1322,1000,42
superseg,neural,10,4.491654245022582e-05,1.1905576462538487,wf1_1to1,0.6555982343425611,0.6405371892143829,0.6724586678869962,1322,1000,42
superseg,neural,10,4.491654245022582e-05,1.1905576462538487,coverage,0.7780751266719496,0.7680452124306606,0.7883112400343395,1322,1000,42
superseg,neural,11,4.549770232526371e-05,1.1826890181320562,wf1,0.6175754545159191,0.6044342459511656,0.6320550805477833,1322,1000,42
superseg,neural,11,4.549770232526371e-05,1.1826890181320562,wf1_1to1,0.6573776450478417,0.64252497691416,0.674030754923342,1322,1000,42
superseg,neural,11,4.549770232526371e-05,1.1826890181320562,coverage,0.7799451888672766,0.7698729033090795,0.7901002044161084,1322,1000,42
superseg,neural,12,4.590022945194505e-05,1.1768730756072527,wf1,0.6184615578225973,0.6052227119014296,0.6330235886817936,1322,1000,42
superseg,neural,12,4.590022945194505e-05,1.1768730756072527,wf1_1to1,0.6575541452999849,0.6426287076514006,0.6744640605864131,1322,1000,42
superseg,neural,12,4.590022945194505e-05,1.1768730756072527,coverage,0.7812431260956222,0.7711843504610618,0.7913344154479743,1322,1000,42
superseg,neural,13,4.635347431758419e-05,1.1703729045501197,wf1,0.6202013460222947,0.6070159880758794,0.6349838907162371,1322,1000,42
superseg,neural,13,4.635347431758419e-05,1.1703729045501197,wf1_1to1,0.6591528533661665,0.6441175983413125,0.6758684887561589,1322,1000,42
superseg,neural,13,4.635347431758419e-05,1.1703729045501197,coverage,0.7828463367192565,0.7726686290312899,0.7931390704920396,1322,1000,42
superseg,neural,14,4.697853891133921e-05,1.162504276428327,wf1,0.6221612121674416,0.6086465008113914,0.6368622963672241,1322,1000,42
superseg,neural,14,4.697853891133921e-05,1.162504276428327,wf1_1to1,0.6610151111285756,0.6460472471090852,0.6778233927780071,1322,1000,42
superseg,neural,14,4.697853891133921e-05,1.162504276428327,coverage,0.784545151646135,0.7742371992291621,0.7948847277753764,1322,1000,42
superseg,neural,15,4.75023650264733e-05,1.1546356483065343,wf1,0.6237857348963516,0.6104153342788544,0.6383932072347575,1322,1000,42
superseg,neural,15,4.75023650264733e-05,1.1546356483065343,wf1_1to1,0.6617103059992621,0.6465075681168722,0.6786216593752523,1322,1000,42
superseg,neural,15,4.75023650264733e-05,1.1546356483065343,coverage,0.7864866544197103,0.7760626005571164,0.7966906285270035,1322,1000,42
superseg,neural,16,4.822688424610533e-05,1.149161820047896,wf1,0.6247258688924614,0.6113650083193779,0.6393811553411536,1322,1000,42
superseg,neural,16,4.822688424610533e-05,1.149161820047896,wf1_1to1,0.6620164799060412,0.6469926245380102,0.6787249466788045,1322,1000,42
superseg,neural,16,4.822688424610533e-05,1.149161820047896,coverage,0.787818811084696,0.7776627524433879,0.7979200473368875,1322,1000,42
superseg,neural,17,4.875497324974276e-05,1.1436879917892575,wf1,0.6261586356451534,0.6127404810317287,0.6410812942285977,1322,1000,42
superseg,neural,17,4.875497324974276e-05,1.1436879917892575,wf1_1to1,0.6633240225902859,0.6482619705265319,0.6799409523700372,1322,1000,42
superseg,neural,17,4.875497324974276e-05,1.1436879917892575,coverage,0.7892024469898903,0.779072521192037,0.7995978053034124,1322,1000,42
superseg,neural,18,4.932386309976677e-05,1.1371878207321244,wf1,0.6272578600045896,0.6137078831899514,0.6420932276431409,1322,1000,42
superseg,neural,18,4.932386309976677e-05,1.1371878207321244,wf1_1to1,0.6649935708937222,0.6495779930273122,0.6819830149888774,1322,1000,42
superseg,neural,18,4.932386309976677e-05,1.1371878207321244,coverage,0.7907307650745623,0.7806094181495089,0.8008907972228225,1322,1000,42
superseg,neural,19,4.967602910081995e-05,1.1303455354088265,wf1,0.6292666009694575,0.6160053974026231,0.6444579971423768,1322,1000,42
superseg,neural,19,4.967602910081995e-05,1.1303455354088265,wf1_1to1,0.6671151759654028,0.6514954125761614,0.683846349271841,1322,1000,42
superseg,neural,19,4.967602910081995e-05,1.1303455354088265,coverage,0.7923201678553419,0.7820359934442763,0.8025201639531253,1322,1000,42
superseg,neural,20,4.9996138841379434e-05,1.1231611358193636,wf1,0.6315286858336605,0.6178157457339513,0.646620743550251,1322,1000,42
superseg,neural,20,4.9996138841379434e-05,1.1231611358193636,wf1_1to1,0.6693754598066248,0.6541320201692743,0.6861823415700119,1322,1000,42
superseg,neural,20,4.9996138841379434e-05,1.1231611358193636,coverage,0.7942175455658813,0.7840060499363638,0.8044930908255891,1322,1000,42
superseg,neural,21,5.0863098294939846e-05,1.114950393431406,wf1,0.6330847696892905,0.61939704800455,0.6481924528854314,1322,1000,42
superseg,neural,21,5.0863098294939846e-05,1.114950393431406,wf1_1to1,0.6713998096373286,0.6557752926389462,0.6885822415313717,1322,1000,42
superseg,neural,21,5.0863098294939846e-05,1.114950393431406,coverage,0.7964661227577263,0.786520383077588,0.8063804323355667,1322,1000,42
superseg,neural,22,5.137796004638591e-05,1.1067396510434484,wf1,0.6343581988794235,0.6205965134185522,0.6495819193216186,1322,1000,42
superseg,neural,22,5.137796004638591e-05,1.1067396510434484,wf1_1to1,0.6722102699788025,0.6568880792471942,0.6892140240201889,1322,1000,42
superseg,neural,22,5.137796004638591e-05,1.1067396510434484,coverage,0.7984942247196407,0.7885071335518574,0.8082786084996277,1322,1000,42
superseg,neural,23,5.202185631751309e-05,1.0998973657201505,wf1,0.6354340099401058,0.621554032182258,0.6507364137375484,1322,1000,42
superseg,neural,23,5.202185631751309e-05,1.0998973657201505,wf1_1to1,0.6718104428770086,0.6563870892303192,0.6889781227555433,1322,1000,42
superseg,neural,23,5.202185631751309e-05,1.0998973657201505,coverage,0.8002361141128161,0.7903676803424344,0.8100007924501115,1322,1000,42
superseg,neural,24,5.24165625392925e-05,1.0930550803968526,wf1,0.6371143643814285,0.6231627274184784,0.6527354946700635,1322,1000,42
superseg,neural,24,5.24165625392925e-05,1.0930550803968526,wf1_1to1,0.6730675569177839,0.6575717230113977,0.6899980939173451,1322,1000,42
superseg,neural,24,5.24165625392925e-05,1.0930550803968526,coverage,0.8016208906658981,0.7918662335206398,0.8114726687258362,1322,1000,42
superseg,neural,25,5.321099888533354e-05,1.0858706808073897,wf1,0.6385864004979428,0.6247537669310607,0.6537681380029204,1322,1000,42
superseg,neural,25,5.321099888533354e-05,1.0858706808073897,wf1_1to1,0.6745732121299443,0.6589278169090952,0.6918649865851075,1322,1000,42
superseg,neural,25,5.321099888533354e-05,1.0858706808073897,coverage,0.8032491655260188,0.793312633575871,0.8133017831628365,1322,1000,42
superseg,neural,26,5.41401620727295e-05,1.0786862812179268,wf1,0.6401136679858759,0.6264350512588476,0.6556373533803564,1322,1000,42
superseg,neural,26,5.41401620727295e-05,1.0786862812179268,wf1_1to1,0.6759131732278479,0.6602153627806049,0.6929657759243615,1322,1000,42
superseg,neural,26,5.41401620727295e-05,1.0786862812179268,coverage,0.8048691856974761,0.7947695373472133,0.8151870369870086,1322,1000,42
superseg,neural,27,5.501079403847367e-05,1.0721861101607937,wf1,0.6415508843247563,0.6277032743368287,0.6567096974718004,1322,1000,42
superseg,neural,27,5.501079403847367e-05,1.0721861101607937,wf1_1to1,0.6773629967275958,0.6616448879327095,0.6944220544542027,1322,1000,42
superseg,neural,27,5.501079403847367e-05,1.0721861101607937,coverage,0.8062433662320198,0.7960656315287082,0.8163778298573588,1322,1000,42
superseg,neural,28,5.583208621828817e-05,1.0632911392405062,wf1,0.6431177743182727,0.6292171992461773,0.6584927683309146,1322,1000,42
superseg,neural,28,5.583208621828817e-05,1.0632911392405062,wf1_1to1,0.6785732841708636,0.6630735726074227,0.695468680756124,1322,1000,42
superseg,neural,28,5.583208621828817e-05,1.0632911392405062,coverage,0.8083340537425256,0.7982446344523689,0.8183435999147516,1322,1000,42
superseg,neural,29,5.664249681958335e-05,1.0554225111187137,wf1,0.6447783175068038,0.6308843831050047,0.6600962005510039,1322,1000,42
superseg,neural,29,5.664249681958335e-05,1.0554225111187137,wf1_1to1,0.6800231076706115,0.6641010125569505,0.6969562848061335,1322,1000,42
superseg,neural,29,5.664249681958335e-05,1.0554225111187137,coverage,0.8104613620536464,0.8004205283601085,0.820346325462863,1322,1000,42
superseg,neural,30,5.787043055214091e-05,1.0523434827232296,wf1,0.6453042162172713,0.6312115283352602,0.6610380905445202,1322,1000,42
superseg,neural,30,5.787043055214091e-05,1.0523434827232296,wf1_1to1,0.6801906028078494,0.6641837286305895,0.6970107084460336,1322,1000,42
